invoice_no,customer_id,mall_id,payment_id,invoice_date
I232094,C161689,6,3,2022-12-08
I232097,C233091,5,2,2022-07-02
I232102,C102204,9,3,2022-09-13
I232103,C648090,1,3,2022-11-10
I232105,C137931,2,3,2022-10-26
I232111,C235143,3,3,2022-04-05
I232113,C751127,3,1,2021-09-03
I232117,C336156,1,1,2022-08-22
I232124,C119577,7,3,2021-03-27
I232126,C826460,2,3,2022-08-06
I232130,C140953,1,1,2022-06-05
I232131,C264012,6,3,2022-02-05
I232132,C539575,4,2,2023-02-13
I232139,C195411,3,2,2021-10-21
I232140,C238342,3,3,2022-08-07
I232144,C124319,1,1,2021-06-30
I232150,C126798,1,3,2021-12-11
I232154,C738871,10,1,2022-07-31
I232161,C310561,6,1,2023-02-22
I232163,C157685,4,1,2022-02-18
I232171,C252104,7,3,2021-10-03
I232172,C236629,1,3,2021-04-10
I232180,C753129,6,1,2021-10-07
I232181,C122235,8,3,2022-11-03
I232182,C204448,5,1,2021-01-04
I232185,C356430,3,3,2023-02-16
I232198,C951096,6,2,2022-12-03
I232204,C283284,5,1,2023-03-01
I232206,C258130,1,2,2022-04-03
I232207,C116424,3,2,2022-10-04
I232208,C174370,3,3,2021-12-17
I232210,C314262,6,1,2022-03-15
I232211,C234138,6,1,2021-06-08
I232212,C332689,7,3,2021-09-06
I232214,C276370,3,2,2023-01-07
I232216,C375516,1,2,2021-10-28
I232219,C333754,1,2,2021-05-17
I232220,C195793,7,1,2021-05-06
I232230,C936822,5,3,2022-01-06
I232231,C188127,4,3,2022-03-08
I232232,C955045,3,3,2023-03-08
I232233,C293625,1,2,2022-09-30
I232234,C685981,5,1,2022-04-01
I232236,C207547,5,2,2021-02-24
I232237,C687184,5,3,2021-07-08
I232239,C229874,9,1,2021-10-08
I232240,C278624,7,3,2022-06-23
I232241,C181418,6,1,2022-12-04
I232242,C268780,9,3,2023-03-05
I232243,C100852,4,3,2022-10-18
I232244,C314064,8,1,2022-07-29
I232249,C179632,3,3,2021-08-24
I232250,C274395,1,3,2022-09-08
I232261,C938953,10,1,2021-02-10
I232269,C110442,8,2,2022-05-21
I232271,C195097,6,3,2021-03-24
I232276,C266929,8,1,2022-05-15
I232286,C732807,6,1,2021-05-31
I232291,C863780,1,3,2021-09-23
I232292,C483528,5,3,2021-05-18
I232295,C107667,6,2,2022-10-24
I232296,C305335,3,1,2022-12-03
I232300,C129757,5,2,2021-03-02
I232301,C315562,3,1,2021-08-07
I232305,C102200,3,3,2022-09-03
I232308,C378187,10,3,2022-04-05
I232312,C970354,10,1,2021-10-22
I232314,C243592,6,2,2022-07-26
I232328,C209001,9,3,2022-07-03
I232329,C554477,1,2,2022-06-24
I232331,C288926,3,2,2022-06-18
I232335,C189424,3,1,2022-01-15
I232338,C545065,4,2,2022-09-22
I232339,C124207,1,2,2021-01-13
I232342,C113701,3,3,2022-02-15
I232344,C202004,6,3,2021-06-22
I232345,C238938,1,1,2022-04-06
I232346,C936179,3,1,2022-11-04
I232351,C226210,3,2,2022-09-03
I232356,C211683,5,2,2021-06-13
I232358,C203321,1,3,2022-08-05
I232361,C302447,3,3,2022-08-06
I232363,C940265,3,1,2021-01-15
I232368,C376513,3,3,2023-02-12
I232372,C197043,3,1,2023-02-12
I232378,C289410,7,1,2022-04-30
I232386,C707339,3,1,2021-06-23
I232387,C702778,8,2,2022-07-10
I232389,C130963,10,2,2023-03-04
I232393,C204554,4,3,2022-03-18
I232395,C205688,5,2,2021-07-10
I232402,C177872,4,3,2022-04-04
I232403,C198269,10,2,2022-02-08
I232406,C492914,6,1,2022-12-08
I232411,C224712,5,2,2023-02-24
I232421,C352761,1,1,2022-08-18
I232426,C401244,6,3,2021-06-12
I232428,C255494,5,1,2021-05-24
I232430,C193726,5,2,2021-01-22
I232433,C117200,10,1,2022-09-27
I232434,C752009,6,2,2021-02-01
I232437,C270021,6,3,2022-12-22
I232438,C276508,1,2,2021-05-17
I232440,C105789,4,3,2021-12-31
I232442,C157959,1,3,2022-05-31
I232447,C248960,3,1,2021-02-27
I232456,C860639,3,1,2022-12-02
I232465,C337211,9,3,2022-09-11
I232468,C309297,1,1,2022-11-29
I232474,C122985,1,2,2022-10-13
I232480,C218825,10,1,2021-06-29
I232482,C196502,3,1,2022-12-25
I232484,C333193,3,1,2022-08-16
I232485,C602839,1,3,2023-02-18
I232486,C222398,5,2,2022-08-03
I232488,C275272,6,1,2022-08-26
I232489,C173388,6,3,2022-02-20
I232498,C171201,1,2,2023-02-02
I232501,C588253,1,3,2021-07-29
I232502,C437774,5,2,2021-02-07
I232505,C121020,5,3,2022-07-01
I232509,C293384,10,2,2021-07-30
I232525,C340770,1,1,2022-04-21
I232532,C207920,5,3,2021-04-01
I232533,C154558,6,3,2022-02-03
I232545,C136590,3,3,2021-05-01
I232547,C263847,3,1,2022-07-23
I232549,C291989,3,3,2021-10-05
I232550,C154154,3,3,2021-11-10
I232571,C139710,6,3,2022-06-04
I232572,C303946,5,1,2022-04-04
I232582,C237923,1,1,2022-04-05
I232583,C249354,3,2,2021-08-03
I232584,C206092,1,1,2022-07-23
I232587,C115131,3,3,2022-07-31
I232588,C653594,5,1,2022-05-02
I232589,C653960,6,2,2021-02-12
I232591,C269965,3,1,2022-05-02
I232603,C156334,5,2,2023-01-18
I232626,C176854,7,1,2021-02-20
I232628,C129573,10,1,2021-03-19
I232630,C155791,9,1,2021-10-01
I232631,C147517,6,1,2022-05-26
I232638,C278133,8,1,2021-02-15
I232644,C110273,8,3,2021-10-02
I232648,C120653,4,1,2022-02-22
I232651,C968147,1,1,2021-02-21
I232652,C125866,5,1,2021-01-07
I232660,C259487,1,1,2022-12-03
I232663,C171007,4,3,2022-04-10
I232667,C353197,4,1,2021-10-16
I232669,C194988,8,3,2022-05-18
I232670,C333825,1,3,2021-01-31
I232675,C129532,10,1,2023-02-13
I232677,C813759,7,3,2021-07-02
I232678,C315754,4,2,2021-12-11
I232682,C279406,1,1,2022-04-14
I232684,C236561,3,1,2021-01-16
I232691,C598026,4,3,2022-08-19
I232692,C268794,6,3,2023-02-19
I232695,C326397,6,3,2023-02-12
I232701,C263594,2,1,2022-01-21
I232703,C298977,4,3,2022-06-25
I232704,C242808,1,3,2022-05-01
I232707,C101958,1,1,2021-03-16
I232708,C137813,7,3,2022-01-05
I232710,C217621,6,3,2021-10-13
I232713,C927785,1,3,2022-06-30
I232714,C194211,3,3,2022-02-14
I232716,C255356,10,3,2022-09-30
I232717,C844927,1,3,2022-08-18
I232721,C250201,9,3,2021-09-16
I232730,C447587,3,3,2021-09-23
I232731,C408917,3,3,2023-02-28
I232733,C493536,7,2,2022-07-11
I232749,C446383,5,3,2021-09-02
I232756,C976005,3,3,2022-01-11
I232760,C420280,10,3,2022-03-06
I232771,C689232,1,2,2022-12-17
I232791,C161995,4,1,2022-03-07
I232792,C157963,6,2,2022-12-27
I232795,C164945,6,1,2022-08-05
I232796,C161441,3,3,2022-09-19
I232800,C292385,2,3,2022-11-03
I232808,C319748,10,1,2022-04-10
I232809,C545424,3,1,2021-10-02
I232810,C161736,4,1,2022-02-09
I232813,C222814,3,1,2021-10-19
I232821,C110406,6,1,2022-06-02
I232825,C864503,6,2,2022-04-23
I232830,C976996,1,1,2022-08-13
I232831,C559759,8,3,2021-06-14
I232833,C140271,7,3,2022-12-28
I232838,C189972,8,2,2021-02-11
I232840,C144123,3,1,2021-03-03
I232841,C267315,3,3,2022-08-21
I232843,C238811,1,3,2022-08-28
I232844,C212764,3,1,2021-01-11
I232845,C249935,1,2,2021-10-05
I232846,C148726,5,3,2021-03-25
I232848,C174706,6,1,2022-04-14
I232858,C270498,3,1,2022-07-16
I232866,C333449,2,1,2022-04-18
I232867,C273973,6,1,2022-10-15
I232869,C201010,5,1,2021-12-05
I232870,C445589,7,1,2021-09-07
I232871,C144129,1,2,2021-08-22
I232872,C126675,9,3,2023-03-02
I232880,C198523,10,3,2022-03-04
I232883,C122279,3,3,2022-03-09
I232885,C673142,1,2,2021-09-04
I232888,C125124,1,1,2022-05-10
I232889,C806820,6,3,2021-02-01
I232890,C314369,3,3,2021-03-08
I232899,C313115,3,3,2021-07-29
I232900,C275465,10,1,2022-11-01
I232903,C227759,3,3,2022-08-09
I232906,C227742,5,3,2022-05-27
I232918,C247426,1,1,2021-07-18
I232919,C238510,2,3,2022-10-24
I232920,C332498,6,1,2022-10-12
I232921,C165501,2,2,2022-11-03
I232922,C877754,9,3,2022-11-02
I232925,C720237,5,3,2022-04-16
I232929,C336574,1,3,2021-02-13
I232930,C554384,9,1,2022-04-27
I232933,C497548,6,1,2021-01-15
I232938,C309110,9,2,2021-02-21
I232941,C398509,1,3,2022-09-14
I232942,C137248,9,2,2022-11-22
I232955,C708327,2,1,2021-06-25
I232958,C190453,5,3,2022-10-23
I232962,C134153,3,1,2022-03-08
I232968,C277567,1,1,2022-10-17
I232971,C397121,9,1,2021-12-28
I232977,C314806,5,1,2022-12-12
I232985,C265964,6,1,2022-03-02
I232987,C265442,1,2,2021-03-16
I232990,C229317,4,3,2022-10-12
I233003,C867940,10,1,2022-08-17
I233004,C256601,4,3,2022-08-18
I233007,C346311,6,1,2023-03-07
I233011,C224137,1,3,2022-09-02
I233014,C101755,4,3,2021-06-27
I233021,C255007,8,2,2022-10-25
I233025,C140396,1,1,2021-11-07
I233028,C444849,1,1,2022-05-15
I233031,C278693,10,3,2021-02-26
I233033,C264540,9,1,2021-08-24
I233037,C300983,2,1,2022-08-11
I233040,C431612,1,3,2021-02-21
I233045,C171046,8,2,2022-10-10
I233048,C304266,2,1,2022-07-30
I233053,C209783,3,1,2021-12-20
I233056,C277772,6,3,2022-05-30
I233063,C964360,7,3,2022-08-30
I233064,C311164,4,2,2022-05-16
I233069,C233718,3,1,2023-01-10
I233070,C266106,2,2,2021-03-18
I233071,C134171,1,2,2022-04-27
I233073,C190468,6,3,2021-01-30
I233076,C216607,10,2,2021-02-02
I233079,C886286,1,2,2022-12-10
I233085,C123214,3,2,2021-07-20
I233094,C536840,1,1,2023-02-15
I233095,C285489,5,3,2022-12-08
I233096,C267354,6,3,2022-10-09
I233097,C269982,3,3,2022-10-09
I233098,C216031,1,2,2022-04-10
I233100,C281867,6,2,2021-11-07
I233104,C559652,1,3,2022-12-24
I233105,C246654,3,3,2021-10-05
I233107,C186799,6,3,2021-02-27
I233117,C293953,3,3,2021-07-29
I233123,C253145,10,3,2022-12-10
I233132,C342967,6,2,2022-06-26
I233133,C561819,10,1,2021-01-18
I233134,C244181,9,1,2021-04-25
I233150,C166554,3,3,2022-06-21
I233151,C144367,5,2,2021-11-14
I233159,C174933,9,1,2021-08-14
I233160,C306201,1,1,2021-06-16
I233165,C409639,6,3,2022-06-08
I233166,C135873,3,1,2022-01-23
I233170,C601532,6,2,2021-02-09
I233174,C165518,10,2,2023-02-02
I233177,C133300,6,3,2023-03-06
I233182,C223478,5,3,2021-05-08
I233183,C181216,1,1,2022-08-17
I233187,C157179,4,1,2022-10-06
I233188,C177367,6,2,2022-02-04
I233189,C131215,6,1,2021-03-09
I233190,C244015,8,3,2022-03-14
I233200,C175383,7,3,2022-06-10
I233204,C706466,4,2,2022-07-24
I233207,C813633,5,2,2022-05-05
I233208,C151979,8,3,2021-10-20
I233220,C191284,1,3,2022-04-23
I233226,C149085,5,3,2023-03-05
I233227,C131564,5,2,2022-02-09
I233231,C250609,5,3,2022-02-03
I233237,C104380,4,2,2022-11-24
I233244,C810395,4,2,2021-03-06
I233245,C955349,2,3,2022-07-29
I233250,C303112,3,3,2021-12-10
I233253,C336168,3,1,2022-12-03
I233259,C835331,2,1,2022-05-06
I233261,C112382,4,3,2021-01-22
I233266,C403039,2,2,2021-03-28
I233267,C211125,2,1,2022-08-18
I233272,C315797,3,1,2022-11-23
I233274,C257197,6,3,2021-04-14
I233279,C208045,5,3,2021-07-28
I233284,C991346,3,3,2022-06-13
I233285,C331654,3,1,2022-02-05
I233287,C325300,1,2,2022-01-18
I233294,C630915,3,2,2021-10-04
I233297,C202778,3,3,2021-09-23
I233300,C112038,6,3,2021-02-26
I233305,C174478,4,3,2022-09-05
I233307,C968067,6,3,2021-02-20
I233310,C326682,1,2,2021-12-11
I233312,C298558,3,2,2022-06-10
I233313,C264442,4,3,2022-03-06
I233316,C209915,6,1,2022-12-17
I233317,C196666,4,1,2021-04-15
I233318,C425602,3,1,2022-11-12
I233321,C125665,4,3,2022-04-02
I233323,C861620,3,2,2021-06-13
I233328,C172290,1,3,2021-05-18
I233334,C207363,2,2,2021-12-12
I233335,C156012,1,3,2021-12-21
I233340,C182009,8,3,2021-12-29
I233342,C213678,1,2,2022-03-25
I233344,C231110,1,1,2022-12-15
I233355,C632742,1,1,2021-06-28
I233356,C777185,6,3,2022-02-10
I233358,C133215,5,1,2022-03-06
I233364,C295774,1,3,2021-10-23
I233366,C868443,6,2,2021-10-02
I233367,C233053,1,2,2021-11-03
I233370,C212736,3,3,2022-04-07
I233371,C150493,4,3,2022-06-28
I233374,C160129,4,3,2022-07-18
I233379,C566389,10,1,2022-07-02
I233386,C321516,9,1,2022-07-04
I233389,C177930,4,3,2023-01-02
I233391,C573920,6,1,2021-06-05
I233393,C717287,8,2,2021-05-22
I233397,C303526,2,2,2021-01-18
I233398,C316465,6,2,2022-03-02
I233400,C106143,6,2,2022-08-05
I233406,C202286,7,3,2022-09-26
I233408,C269498,1,3,2022-03-13
I233410,C898094,7,1,2022-05-24
I233411,C703332,6,1,2021-12-05
I233412,C524469,10,1,2021-05-08
I233414,C269901,5,1,2022-02-12
I233415,C101356,5,1,2023-03-02
I233418,C266299,9,3,2021-05-10
I233424,C150731,6,3,2021-06-11
I233427,C202166,3,3,2021-01-21
I233428,C313917,1,3,2022-10-25
I233431,C323544,5,3,2022-08-29
I233432,C180589,1,1,2021-08-10
I233440,C708963,8,1,2022-07-24
I233445,C186787,3,1,2022-10-13
I233447,C187561,6,2,2021-10-19
I233451,C179322,3,3,2022-04-25
I233454,C147858,4,3,2021-04-16
I233461,C129734,3,1,2021-04-06
I233465,C142237,3,3,2023-03-06
I233471,C650890,6,2,2022-10-30
I233478,C349584,3,1,2022-01-29
I233479,C308163,2,3,2022-12-21
I233481,C753806,10,3,2021-08-20
I233485,C151909,3,3,2022-05-29
I233486,C205803,6,3,2021-04-30
I233488,C739235,3,1,2022-02-28
I233489,C156685,1,1,2022-05-02
I233491,C129684,1,1,2021-05-21
I233492,C171111,4,3,2022-05-23
I233496,C221741,9,3,2021-04-07
I233499,C262642,4,3,2022-11-23
I233506,C236709,6,3,2021-03-16
I233507,C228056,1,1,2022-10-08
I233511,C316086,5,1,2021-03-22
I233513,C182333,1,1,2021-05-08
I233517,C205251,9,2,2022-03-21
I233523,C186049,2,3,2021-07-02
I233531,C494312,10,3,2021-08-07
I233532,C902475,8,3,2021-10-12
I233534,C690667,1,1,2021-11-20
I233536,C261829,7,1,2022-06-16
I233545,C811915,6,1,2022-04-14
I233549,C178368,7,3,2021-06-21
I233553,C264659,3,3,2022-03-26
I233554,C212588,4,1,2022-04-05
I233565,C282766,10,2,2022-05-11
I233568,C153418,1,1,2022-09-21
I233571,C853462,3,1,2021-02-07
I233573,C750827,10,1,2022-04-25
I233574,C224575,3,3,2021-08-15
I233575,C165463,4,3,2021-03-29
I233578,C246973,6,3,2021-10-21
I233579,C324557,5,3,2022-08-05
I233582,C945632,6,2,2021-12-15
I233583,C335365,8,3,2022-05-06
I233593,C134564,6,2,2021-06-22
I233602,C166254,1,3,2021-09-07
I233609,C123326,1,3,2021-08-07
I233614,C152947,3,2,2021-06-29
I233621,C149312,6,1,2021-03-07
I233624,C300455,1,2,2022-11-25
I233628,C196385,6,1,2022-07-21
I233634,C303923,3,1,2022-04-12
I233635,C160622,2,3,2021-08-09
I233636,C741105,5,1,2021-10-10
I233641,C165217,6,3,2022-05-14
I233644,C414979,9,2,2021-03-02
I233645,C927125,1,3,2022-06-26
I233655,C183247,2,2,2021-11-11
I233660,C200880,4,2,2022-05-11
I233661,C105934,3,1,2022-11-27
I233664,C472006,1,3,2022-03-27
I233672,C352973,2,2,2023-01-25
I233676,C143245,6,3,2022-09-28
I233680,C100666,6,3,2021-05-11
I233683,C546572,5,3,2022-09-03
I233687,C201572,1,3,2021-04-10
I233690,C585618,9,1,2022-07-31
I233692,C221263,9,1,2021-04-28
I233696,C238359,8,1,2021-07-30
I233698,C243584,5,2,2022-03-16
I233703,C197191,4,2,2022-04-11
I233705,C225032,6,1,2022-03-20
I233706,C191828,1,3,2022-08-09
I233707,C316005,6,3,2022-04-05
I233712,C691927,3,1,2022-01-05
I233720,C198695,9,1,2021-03-16
I233722,C277195,6,3,2021-03-23
I233728,C288835,2,3,2021-12-01
I233729,C273793,9,1,2022-10-21
I233733,C370941,6,3,2021-08-30
I233734,C877580,1,2,2022-09-11
I233742,C374104,9,3,2021-10-01
I233745,C146498,1,1,2021-03-30
I233749,C245566,6,1,2021-01-12
I233750,C330325,6,3,2023-02-18
I233756,C952785,6,3,2022-11-25
I233758,C325757,5,3,2023-01-22
I233759,C306804,1,3,2022-04-12
I233764,C739754,3,3,2022-04-18
I233765,C157562,10,2,2022-11-09
I233768,C323876,7,2,2021-07-12
I233769,C215951,10,2,2021-11-12
I233771,C655801,7,3,2022-04-02
I233772,C305768,1,3,2021-08-24
I233773,C103006,1,1,2022-09-04
I233776,C243055,6,3,2022-05-22
I233781,C900612,5,1,2022-11-07
I233787,C237125,6,1,2022-02-26
I233789,C405349,3,2,2021-12-22
I233790,C460016,1,2,2022-11-01
I233791,C135247,6,2,2022-05-07
I233798,C646608,1,2,2021-07-16
I233801,C217052,5,3,2022-05-08
I233806,C265949,7,1,2021-10-03
I233810,C147871,6,3,2022-08-10
I233819,C101134,2,2,2023-02-17
I233821,C250354,6,1,2023-01-18
I233823,C822715,1,1,2021-12-25
I233825,C212231,10,2,2023-02-12
I233829,C179814,3,3,2021-08-18
I233832,C243682,6,2,2021-09-11
I233840,C103594,1,1,2022-07-06
I233841,C202211,10,2,2023-01-16
I233844,C361916,3,2,2021-08-28
I233848,C229371,7,3,2021-11-21
I233851,C154294,1,1,2021-03-25
I233852,C204362,2,2,2023-01-28
I233854,C576955,6,3,2022-05-08
I233855,C126494,6,3,2021-02-25
I233860,C249488,6,3,2022-07-06
I233862,C182941,8,3,2021-10-04
I233867,C227432,6,1,2023-03-01
I233871,C304296,6,3,2021-06-19
I233878,C768009,6,1,2022-04-25
I233884,C917759,3,1,2021-07-11
I233892,C244159,3,3,2021-10-15
I233894,C275860,1,3,2023-02-17
I233896,C190370,1,1,2021-03-29
I233901,C277555,6,2,2022-07-08
I233905,C309978,3,3,2021-12-23
I233912,C358381,6,2,2022-06-23
I233913,C548372,4,3,2023-02-02
I233915,C358860,1,3,2021-08-04
I233916,C564239,4,1,2022-08-24
I233917,C318799,5,3,2022-04-07
I233918,C320532,3,1,2022-06-16
I233919,C129720,3,3,2022-03-29
I233920,C989634,1,3,2022-04-23
I233923,C133585,4,2,2022-07-07
I233924,C181941,1,1,2023-02-15
I233928,C125517,1,1,2021-05-11
I233931,C157046,2,2,2022-07-07
I233933,C223140,1,3,2021-07-08
I233936,C162053,3,1,2022-01-19
I233939,C333738,7,1,2022-04-24
I233943,C113124,4,2,2021-04-01
I233950,C998737,3,3,2021-02-25
I233952,C305990,6,3,2022-05-28
I233955,C243146,6,3,2022-02-02
I233956,C136783,1,1,2021-04-16
I233962,C246301,5,1,2021-06-05
I233963,C301082,6,2,2021-06-19
I233970,C761704,2,2,2022-11-23
I233972,C251759,7,1,2021-06-01
I233973,C625616,4,3,2021-03-20
I233975,C119151,1,3,2022-07-19
I233976,C148567,5,1,2021-02-12
I233978,C290964,1,3,2022-04-20
I233981,C217171,3,1,2022-09-12
I233982,C534080,1,1,2022-02-03
I233986,C510985,8,1,2021-11-02
I233987,C220604,1,1,2021-12-29
I233990,C123306,9,3,2021-10-15
I233994,C198238,5,1,2021-06-27
I233996,C217859,3,3,2022-05-16
I233999,C136429,3,2,2021-05-18
I234000,C950006,1,3,2021-08-01
I234004,C227738,4,1,2021-02-09
I234006,C102876,3,1,2022-10-11
I234008,C339616,7,1,2021-09-01
I234013,C295651,7,1,2021-01-28
I234017,C182195,4,3,2021-02-10
I234018,C155408,1,1,2022-01-29
I234027,C844014,1,3,2021-10-15
I234033,C579629,6,3,2022-07-20
I234034,C978202,5,3,2022-08-03
I234035,C831502,6,3,2022-08-07
I234036,C169399,9,3,2022-09-21
I234039,C241907,1,3,2022-06-24
I234040,C284693,3,3,2022-04-25
I234042,C210562,1,3,2022-07-21
I234043,C291974,4,3,2022-09-13
I234044,C116536,6,3,2021-04-24
I234047,C219335,9,2,2022-08-19
I234054,C290346,9,1,2022-06-22
I234058,C335646,3,3,2022-11-30
I234063,C324626,1,3,2022-03-09
I234064,C172802,4,1,2021-11-06
I234067,C322920,6,1,2021-12-03
I234069,C104391,9,3,2021-04-04
I234078,C686472,3,1,2022-03-07
I234087,C134030,4,3,2022-06-16
I234092,C222160,1,1,2023-03-02
I234095,C432288,2,1,2022-05-19
I234098,C116632,6,3,2021-10-31
I234101,C274311,3,3,2022-12-12
I234103,C187294,6,1,2021-06-14
I234104,C319696,3,3,2021-10-06
I234107,C301652,6,3,2022-12-11
I234118,C839012,10,3,2022-11-13
I234125,C707466,4,3,2022-05-07
I234129,C340024,6,2,2021-11-05
I234131,C118870,1,1,2022-04-21
I234138,C197738,1,3,2022-03-16
I234142,C475600,6,3,2021-05-20
I234147,C640925,10,2,2021-07-02
I234148,C272410,5,1,2023-01-11
I234150,C273879,9,1,2021-05-12
I234151,C959872,6,3,2022-03-06
I234157,C161730,1,1,2021-03-16
I234161,C882871,1,3,2022-01-04
I234164,C314990,8,2,2021-10-29
I234165,C293047,5,1,2022-09-30
I234171,C523413,4,3,2023-01-20
I234173,C423808,5,1,2022-10-29
I234174,C818711,7,1,2021-06-26
I234183,C146208,2,3,2022-12-21
I234185,C660901,4,1,2022-07-03
I234192,C248911,5,3,2021-06-09
I234193,C635165,6,1,2023-01-24
I234201,C189632,10,3,2021-09-15
I234208,C317620,10,1,2021-06-18
I234209,C236194,5,1,2021-10-15
I234210,C136033,3,3,2022-09-21
I234211,C701821,1,3,2022-11-11
I234213,C260291,6,1,2021-06-09
I234214,C564425,6,1,2023-01-29
I234221,C239498,6,1,2021-12-10
I234222,C212061,6,3,2022-12-08
I234223,C282899,4,3,2021-10-26
I234226,C260129,10,1,2022-12-09
I234227,C207714,5,3,2022-04-21
I234228,C158458,3,1,2021-03-20
I234231,C150551,3,1,2021-11-15
I234234,C241361,6,3,2022-08-30
I234235,C185581,6,1,2022-01-16
I234237,C272250,6,1,2021-02-15
I234239,C236711,1,3,2022-06-03
I234242,C104144,9,2,2022-02-09
I234244,C130481,6,3,2022-04-14
I234246,C153919,3,2,2022-01-25
I234248,C903547,4,1,2022-11-20
I234249,C124641,4,1,2021-12-29
I234250,C109602,1,3,2022-09-23
I234252,C240045,8,2,2022-03-30
I234254,C838957,7,1,2022-10-04
I234255,C250303,3,1,2021-04-15
I234257,C145049,6,1,2022-06-30
I234259,C240149,2,3,2021-04-17
I234269,C962438,6,1,2022-03-19
I234270,C249545,2,3,2022-07-16
I234271,C223351,3,2,2021-06-21
I234272,C143537,6,3,2021-01-27
I234274,C177688,8,3,2022-09-27
I234279,C313731,6,2,2021-09-01
I234294,C190782,6,3,2022-02-09
I234300,C289110,6,1,2021-09-02
I234302,C612901,1,3,2021-02-21
I234303,C901260,10,3,2022-01-28
I234306,C374514,6,3,2022-05-06
I234308,C140648,3,3,2021-12-23
I234309,C327885,5,2,2022-05-07
I234312,C896494,3,3,2022-07-11
I234313,C241490,3,3,2021-03-18
I234316,C123782,3,3,2022-11-01
I234321,C101133,3,3,2023-02-14
I234327,C128798,5,2,2022-03-02
I234330,C296131,7,3,2021-07-20
I234331,C983767,4,1,2022-05-03
I234333,C580385,6,1,2022-11-12
I234343,C313389,6,3,2022-07-31
I234344,C305343,8,1,2021-02-28
I234350,C320974,6,3,2022-08-04
I234356,C166040,1,1,2022-11-17
I234361,C514053,3,1,2021-07-01
I234362,C211570,7,3,2021-11-05
I234363,C660806,5,1,2022-10-03
I234364,C598625,6,3,2022-01-29
I234368,C540700,6,1,2021-01-29
I234376,C680857,1,3,2021-11-02
I234383,C226784,5,3,2022-09-02
I234384,C294719,8,3,2022-03-31
I234388,C168800,1,3,2021-04-14
I234390,C273145,6,2,2021-03-02
I234394,C500383,1,1,2021-09-08
I234396,C318177,3,1,2021-04-23
I234397,C275386,2,2,2022-11-10
I234402,C527941,9,1,2021-10-08
I234405,C249259,6,3,2021-06-21
I234410,C299266,1,1,2022-03-05
I234411,C882687,10,3,2022-05-28
I234414,C247520,1,2,2021-08-15
I234417,C189210,1,2,2021-10-24
I234421,C676738,8,1,2022-12-11
I234433,C202415,6,3,2022-05-22
I234436,C102921,1,1,2021-12-29
I234437,C261216,3,1,2022-09-26
I234438,C141647,10,3,2022-12-01
I234440,C229949,4,3,2021-10-29
I234442,C175151,3,1,2022-07-21
I234449,C297269,3,3,2022-05-24
I234456,C328465,1,3,2021-03-10
I234461,C397936,6,3,2022-10-29
I234464,C118875,4,1,2022-07-27
I234467,C833240,1,1,2021-03-24
I234471,C187233,1,2,2022-07-04
I234475,C728175,6,3,2021-06-26
I234476,C162860,3,3,2021-11-19
I234481,C220793,4,1,2023-02-13
I234484,C768738,1,1,2021-09-22
I234485,C217389,9,2,2021-01-29
I234486,C748829,3,2,2021-11-22
I234488,C958984,6,2,2022-05-16
I234491,C231449,3,1,2022-01-12
I234492,C135753,6,3,2021-01-12
I234494,C122631,3,1,2021-01-19
I234498,C140553,6,1,2021-02-19
I234503,C125503,6,1,2023-03-01
I234505,C229056,1,1,2021-05-03
I234508,C694918,3,2,2021-09-17
I234510,C310019,6,3,2022-08-13
I234511,C256869,4,3,2021-10-24
I234514,C170048,1,3,2021-03-07
I234518,C106662,6,3,2022-05-21
I234526,C259538,6,3,2022-02-21
I234527,C217034,6,3,2022-02-16
I234529,C558472,8,1,2021-01-10
I234536,C901090,7,3,2021-06-24
I234540,C108822,1,1,2022-10-25
I234542,C106816,1,1,2022-03-12
I234547,C255679,4,3,2021-09-01
I234548,C137443,6,2,2021-03-13
I234554,C937992,2,3,2021-01-28
I234561,C244186,4,3,2021-08-10
I234563,C222154,10,3,2021-01-08
I234569,C216200,6,3,2021-10-07
I234573,C122109,7,3,2021-07-24
I234575,C282216,1,1,2022-04-04
I234576,C501244,3,1,2021-10-30
I234581,C204519,1,2,2022-08-15
I234582,C838413,7,3,2022-01-19
I234588,C123469,3,3,2022-11-14
I234589,C300788,3,1,2021-06-05
I234591,C442944,1,2,2022-05-03
I234592,C839907,8,3,2023-02-19
I234595,C268739,6,3,2023-01-10
I234598,C145625,3,2,2021-09-15
I234599,C113185,8,1,2022-07-03
I234600,C255760,4,3,2022-12-11
I234603,C314188,3,1,2021-12-10
I234608,C885701,6,3,2021-01-01
I234613,C180877,1,3,2022-11-02
I234620,C317124,2,2,2022-08-31
I234621,C437037,8,3,2022-07-18
I234623,C211049,8,3,2021-02-13
I234624,C307791,1,3,2022-08-07
I234625,C233846,1,2,2023-03-04
I234626,C107632,5,3,2022-06-24
I234627,C967299,1,1,2023-01-19
I234628,C259645,5,3,2022-09-04
I234629,C337739,1,1,2022-04-25
I234630,C251450,8,3,2021-10-31
I234631,C143504,1,1,2022-05-01
I234632,C103443,1,1,2022-11-13
I234634,C133558,3,3,2021-10-22
I234636,C139289,8,1,2022-05-25
I234637,C236963,5,3,2022-06-24
I234650,C406603,6,3,2021-01-03
I234651,C457813,1,1,2021-01-10
I234653,C122517,4,1,2022-12-03
I234656,C139191,5,1,2022-02-01
