customer_id,gender,age
C290887,Female,24
C290898,Female,55
C290899,Male,23
C290903,Male,35
C290906,Female,50
C290907,Female,21
C290912,Male,58
C290915,Female,29
C290923,Female,38
C290927,Male,68
C290928,Male,26
C290933,Male,45
C290935,Female,59
C290937,Female,68
C290943,Female,62
C290946,Female,22
C290947,Male,27
C290950,Female,42
C290956,Female,48
C290957,Male,41
C290958,Female,46
C290960,Male,23
C290962,Female,55
C290964,Male,50
C290966,Male,30
C290967,Male,66
C290974,Female,48
C290978,Female,40
C290981,Male,28
C290982,Male,68
C290987,Female,61
C290988,Female,25
C290989,Female,59
C290990,Male,67
C290992,Male,35
C290994,Female,38
C290996,Female,60
C290998,Female,30
C291000,Male,29
C291002,Female,34
C291003,Female,56
C291005,Male,22
C291013,Female,49
C291015,Male,61
C291019,Female,58
C291020,Female,61
C291021,Female,63
C291022,Female,31
C291024,Female,40
C291025,Male,23
C291028,Male,22
C291030,Female,69
C291032,Female,46
C291033,Female,58
C291037,Female,37
C291045,Male,44
C291050,Female,62
C291053,Female,29
C291054,Female,24
C291056,Female,22
C291057,Male,38
C291063,Female,43
C291068,Male,51
C291071,Female,22
C291072,Male,67
C291073,Female,54
C291074,Female,53
C291082,Female,52
C291086,Male,28
C291088,Male,40
C291099,Male,53
C291100,Female,65
C291103,Female,31
C291104,Male,48
C291110,Male,62
C291111,Female,61
C291122,Male,31
C291129,Male,66
C291132,Female,57
C291133,Female,61
C291134,Female,34
C291138,Male,45
C291142,Male,21
C291143,Female,54
C291146,Female,23
C291149,Male,55
C291151,Male,63
C291152,Female,50
C291154,Male,20
C291163,Female,50
C291165,Female,44
C291167,Male,42
C291171,Female,59
C291173,Female,50
C291174,Female,28
C291176,Female,24
C291177,Female,23
C291178,Female,29
C291180,Female,59
C291184,Female,39
C291185,Female,57
C291186,Female,26
C291191,Female,19
C291192,Female,44
C291196,Male,69
C291202,Female,60
C291206,Female,63
C291211,Male,67
C291216,Male,68
C291220,Male,64
C291222,Male,38
C291224,Female,34
C291225,Female,50
C291226,Female,24
C291227,Male,43
C291228,Female,20
C291229,Male,59
C291232,Male,52
C291233,Male,43
C291234,Female,37
C291237,Male,24
C291238,Male,48
C291246,Male,61
C291248,Female,23
C291260,Male,60
C291262,Female,69
C291263,Male,59
C291265,Female,55
C291266,Female,29
C291270,Male,35
C291271,Male,42
C291272,Male,47
C291273,Female,69
C291277,Female,32
C291279,Male,55
C291281,Female,44
C291285,Male,46
C291287,Female,52
C291290,Male,37
C291291,Female,24
C291292,Female,66
C291294,Female,58
C291300,Female,40
C291302,Female,53
C291305,Female,48
C291307,Female,20
C291308,Male,64
C291310,Female,47
C291318,Female,53
C291322,Female,37
C291326,Female,58
C291331,Female,56
C291332,Female,69
C291334,Female,45
C291338,Female,30
C291342,Female,61
C291343,Male,45
C291352,Male,45
C291353,Female,64
C291354,Female,33
C291355,Male,68
C291357,Male,53
C291359,Female,28
C291361,Male,49
C291363,Female,69
C291366,Female,53
C291367,Female,22
C291372,Female,67
C291374,Male,19
C291375,Female,53
C291376,Male,52
C291380,Male,33
C291384,Male,22
C291386,Female,50
C291389,Female,22
C291390,Male,32
C291392,Male,69
C291401,Male,48
C291404,Female,31
C291411,Male,19
C291415,Male,61
C291416,Female,42
C291420,Female,66
C291422,Female,68
C291426,Female,36
C291427,Female,65
C291428,Male,49
C291430,Female,60
C291432,Female,50
C291435,Female,27
C291436,Male,60
C291439,Male,45
C291441,Male,43
C291443,Male,19
C291449,Female,41
C291452,Male,30
C291462,Female,68
C291465,Female,36
C291466,Male,66
C291471,Female,21
C291472,Male,60
C291473,Male,27
C291478,Male,36
C291480,Female,44
C291482,Female,36
C291484,Male,47
C291485,Female,31
C291487,Male,36
C291501,Male,47
C291502,Male,69
C291505,Female,47
C291507,Female,25
C291509,Female,27
C291511,Female,18
C291514,Female,31
C291515,Female,51
C291516,Female,54
C291519,Male,52
C291522,Male,29
C291524,Female,65
C291525,Female,32
C291526,Female,42
C291532,Male,61
C291534,Female,18
C291537,Female,53
C291539,Female,59
C291544,Female,37
C291549,Male,39
C291550,Female,31
C291557,Male,46
C291560,Female,61
C291564,Male,39
C291566,Male,50
C291568,Female,46
C291577,Female,33
C291578,Male,60
C291586,Female,31
C291591,Female,33
C291593,Female,67
C291605,Male,37
C291607,Female,52
C291610,Female,34
C291611,Male,21
C291615,Female,56
C291616,Female,28
C291617,Female,64
C291620,Female,43
C291621,Male,42
C291623,Male,59
C291624,Male,31
C291627,Male,21
C291629,Male,50
C291630,Female,47
C291633,Female,59
C291634,Female,25
C291638,Male,33
C291639,Male,59
C291640,Male,32
C291641,Female,18
C291642,Female,30
C291643,Female,40
C291647,Male,18
C291648,Female,63
C291650,Female,22
C291651,Male,27
C291652,Female,51
C291656,Female,69
C291658,Female,35
C291659,Female,59
C291660,Female,47
C291668,Female,60
C291669,Female,68
C291672,Female,22
C291681,Female,64
C291682,Female,29
C291685,Female,21
C291687,Female,35
C291689,Male,21
C291691,Female,35
C291693,Male,66
C291694,Male,23
C291695,Female,52
C291696,Female,40
C291698,Male,22
C291699,Female,68
C291704,Female,28
C291713,Female,62
C291714,Female,48
C291716,Female,30
C291721,Male,54
C291722,Male,36
C291739,Female,41
C291741,Male,55
C291745,Female,57
C291747,Female,27
C291751,Female,32
C291752,Female,52
C291754,Female,41
C291755,Male,18
C291756,Female,41
C291757,Female,22
C291768,Female,28
C291769,Female,55
C291778,Female,43
C291779,Male,30
C291785,Female,31
C291786,Female,63
C291788,Female,19
C291789,Female,46
C291791,Female,67
C291793,Male,22
C291796,Male,23
C291799,Male,21
C291800,Male,35
C291802,Female,36
C291803,Male,69
C291806,Female,18
C291807,Female,30
C291809,Male,20
C291810,Female,25
C291815,Male,68
C291816,Male,50
C291817,Male,28
C291818,Female,41
C291827,Female,20
C291837,Male,49
C291841,Female,66
C291842,Female,61
C291846,Male,30
C291848,Female,44
C291850,Female,63
C291854,Male,58
C291856,Male,58
C291859,Female,37
C291860,Male,54
C291863,Female,59
C291864,Female,57
C291866,Female,30
C291869,Male,41
C291873,Female,43
C291874,Male,27
C291875,Female,35
C291879,Female,63
C291880,Male,51
C291881,Male,22
C291882,Male,49
C291887,Male,55
C291888,Male,31
C291889,Male,67
C291891,Male,65
C291893,Male,62
C291895,Male,68
C291897,Male,67
C291898,Male,58
C291899,Female,31
C291900,Female,58
C291902,Male,20
C291903,Female,54
C291904,Male,31
C291905,Female,35
C291906,Male,56
C291911,Female,53
C291913,Male,24
C291917,Female,19
C291922,Female,32
C291924,Male,30
C291925,Male,38
C291926,Female,61
C291927,Male,41
C291929,Male,69
C291933,Female,21
C291934,Female,48
C291936,Female,48
C291949,Female,19
C291950,Female,55
C291956,Male,51
C291961,Male,38
C291962,Female,47
C291963,Female,67
C291967,Male,21
C291968,Female,55
C291970,Male,37
C291974,Female,50
C291975,Female,30
C291977,Female,23
C291979,Male,58
C291986,Female,68
C291989,Female,50
C291996,Male,55
C292000,Female,60
C292007,Female,52
C292008,Female,44
C292011,Female,40
C292012,Male,25
C292013,Male,22
C292016,Female,37
C292022,Female,19
C292023,Male,19
C292025,Female,40
C292032,Female,67
C292039,Female,43
C292041,Female,51
C292046,Female,68
C292048,Male,61
C292051,Male,55
C292052,Female,22
C292053,Male,63
C292055,Female,27
C292056,Female,61
C292059,Female,39
C292060,Female,33
C292062,Female,67
C292063,Male,21
C292067,Female,65
C292068,Female,32
C292071,Male,40
C292074,Female,64
C292077,Female,28
C292081,Male,26
C292082,Male,65
C292087,Female,60
C292090,Male,29
C292091,Female,43
C292092,Male,47
C292096,Male,27
C292097,Female,40
C292111,Female,69
C292120,Female,48
C292122,Female,29
C292123,Female,25
C292125,Male,63
C292127,Female,34
C292129,Male,46
C292132,Female,19
C292133,Female,65
C292135,Male,36
C292141,Male,40
C292142,Female,38
C292149,Female,48
C292154,Female,55
C292155,Male,37
C292156,Male,31
C292158,Female,44
C292159,Male,57
C292162,Female,61
C292170,Male,69
C292171,Male,29
C292174,Male,29
C292175,Male,27
C292178,Male,19
C292180,Female,57
C292182,Female,30
C292187,Male,45
C292188,Female,30
C292192,Male,61
C292193,Female,24
C292194,Female,63
C292201,Female,68
C292202,Female,20
C292205,Male,55
C292207,Female,53
C292208,Female,57
C292210,Female,27
C292212,Female,28
C292215,Female,44
C292217,Female,46
C292222,Female,27
C292223,Female,52
C292225,Female,36
C292231,Male,21
C292233,Female,30
C292234,Male,51
C292236,Male,64
C292237,Female,48
C292241,Female,38
C292246,Male,54
C292248,Male,64
C292249,Female,32
C292251,Female,47
C292254,Male,60
C292257,Male,62
C292260,Female,69
C292261,Female,64
C292263,Male,35
C292264,Female,50
C292272,Female,40
C292273,Male,27
C292282,Male,60
C292286,Female,48
C292287,Female,19
C292288,Male,65
C292289,Male,53
C292296,Female,51
C292297,Female,55
C292299,Female,54
C292300,Female,27
C292304,Male,46
C292307,Female,51
C292308,Male,24
C292314,Female,20
C292316,Female,25
C292321,Female,21
C292324,Female,23
C292330,Female,24
C292332,Female,38
C292335,Female,25
C292336,Male,30
C292338,Male,34
C292339,Male,37
C292340,Male,35
C292346,Male,64
C292351,Female,38
C292352,Male,37
C292353,Male,30
C292355,Male,66
C292356,Male,28
C292359,Female,61
C292361,Female,41
C292366,Female,63
C292372,Male,18
C292374,Male,31
C292377,Female,33
C292380,Male,46
C292381,Female,28
C292382,Male,37
C292385,Male,53
C292388,Male,59
C292393,Female,26
C292394,Female,36
C292395,Female,35
C292397,Male,52
C292400,Male,35
C292401,Female,56
C292403,Male,34
C292405,Male,23
C292407,Female,31
C292411,Male,54
C292414,Female,55
C292421,Female,32
C292424,Female,67
C292426,Female,38
C292430,Female,48
C292433,Male,25
C292445,Female,37
C292446,Male,68
C292448,Male,27
C292453,Male,53
C292454,Male,31
C292455,Female,52
C292457,Male,29
C292458,Female,44
C292460,Female,29
C292465,Male,41
C292473,Male,63
C292474,Male,31
C292479,Female,54
C292481,Male,36
C292482,Male,66
C292489,Female,25
C292490,Female,68
C292496,Female,51
C292497,Female,19
C292498,Male,44
C292499,Male,22
C292500,Female,62
C292501,Male,35
C292506,Female,33
C292509,Female,41
C292511,Female,20
C292516,Female,31
C292517,Female,43
C292519,Female,55
C292522,Male,58
C292524,Male,63
C292526,Female,62
C292532,Female,20
C292533,Female,68
C292534,Female,67
C292535,Male,61
C292543,Female,51
C292544,Female,52
C292548,Female,39
C292556,Female,31
C292557,Male,47
C292569,Male,56
C292572,Female,25
C292573,Female,37
C292575,Male,24
C292579,Female,50
C292581,Female,60
C292592,Female,51
C292593,Female,56
C292595,Female,28
C292598,Male,69
C292600,Male,20
C292604,Female,35
C292608,Female,43
C292617,Male,51
C292623,Male,19
C292628,Male,69
C292631,Female,37
C292636,Male,30
C292637,Male,38
C292641,Male,23
C292642,Female,45
C292648,Female,48
C292649,Male,48
C292653,Female,21
C292659,Male,40
C292661,Female,46
C292663,Female,48
C292667,Male,58
C292673,Female,68
C292674,Male,31
C292677,Female,38
C292681,Female,20
C292683,Female,62
C292686,Female,40
C292687,Male,61
C292690,Female,38
C292696,Female,68
C292697,Male,34
C292698,Male,23
C292701,Female,59
C292702,Female,43
C292708,Female,47
C292712,Female,22
C292713,Male,26
C292715,Female,69
C292721,Female,61
C292723,Male,67
C292724,Male,23
C292725,Female,61
C292729,Female,53
C292733,Female,29
C292735,Female,57
C292737,Female,61
C292739,Female,55
C292741,Female,37
C292742,Male,56
C292748,Female,58
C292758,Male,47
C292762,Female,61
C292764,Male,61
C292765,Male,43
C292767,Female,58
C292774,Female,65
C292775,Male,62
C292785,Female,23
C292786,Male,57
C292787,Male,29
C292788,Male,68
C292795,Male,43
C292796,Male,59
C292798,Female,55
C292801,Female,53
C292805,Male,53
C292810,Female,69
C292813,Male,28
C292816,Female,34
C292818,Male,29
C292819,Male,52
C292822,Male,68
C292826,Female,42
C292831,Male,40
C292841,Male,40
C292842,Male,34
C292843,Female,44
C292854,Male,38
C292855,Female,38
C292856,Male,41
C292861,Female,49
C292862,Male,66
C292865,Female,66
C292874,Female,43
C292875,Female,59
C292876,Female,42
C292877,Female,62
C292887,Male,29
C292889,Male,53
C292897,Female,36
C292898,Male,53
C292901,Female,20
C292904,Female,49
C292916,Female,36
C292917,Male,32
C292918,Female,51
C292919,Female,69
C292921,Female,22
C292923,Male,38
C292925,Female,26
C292926,Female,24
C292927,Male,65
C292929,Female,60
C292933,Male,66
C292934,Female,34
C292938,Female,50
C292940,Female,64
C292946,Female,66
C292953,Male,19
C292955,Female,60
C292959,Male,30
C292964,Male,24
C292967,Female,39
C292968,Male,48
C292969,Male,54
C292972,Male,59
C292977,Female,39
C292982,Female,59
C292985,Male,32
C292987,Female,26
C292989,Female,58
C292990,Female,57
C292993,Male,45
C292998,Female,48
C292999,Female,65
C293010,Female,41
C293014,Female,46
C293015,Male,25
C293016,Female,64
C293023,Female,37
C293028,Male,28
C293034,Female,52
C293039,Male,53
C293040,Female,22
C293041,Male,25
C293043,Female,59
C293045,Male,59
C293046,Male,30
C293047,Female,34
C293048,Female,28
C293052,Male,52
C293064,Female,48
C293066,Male,42
C293067,Male,34
C293068,Female,45
C293077,Male,41
C293085,Female,37
C293086,Female,61
C293088,Female,58
C293089,Male,60
C293095,Male,66
C293098,Male,53
C293099,Female,40
C293107,Female,46
C293111,Female,19
C293120,Female,48
C293122,Male,18
C293124,Female,53
C293126,Female,25
C293128,Male,54
C293130,Female,52
C293133,Female,22
C293134,Female,44
C293137,Female,44
C293139,Male,49
C293144,Male,26
C293148,Male,54
C293155,Male,48
C293156,Female,61
C293158,Female,66
C293161,Male,48
C293170,Female,40
C293171,Female,61
C293177,Male,44
C293180,Female,21
C293181,Female,47
C293187,Male,26
C293191,Female,54
C293194,Male,36
C293195,Female,39
C293198,Male,50
C293200,Female,61
C293203,Male,20
C293205,Female,39
C293213,Male,31
C293215,Male,54
C293219,Male,66
C293220,Female,59
C293221,Male,52
C293222,Female,20
C293226,Female,37
C293227,Female,19
C293235,Female,35
C293239,Female,62
C293242,Male,25
C293243,Male,20
C293244,Female,37
C293245,Male,59
C293253,Male,42
C293254,Female,22
C293258,Male,24
C293260,Male,63
C293262,Female,38
C293265,Male,54
C293271,Female,50
C293274,Female,20
C293275,Female,56
C293279,Female,20
C293285,Male,37
C293287,Female,36
C293291,Female,66
C293295,Male,45
C293301,Female,68
C293304,Female,63
C293305,Female,25
C293308,Male,53
C293329,Female,61
C293342,Female,39
C293343,Female,42
C293345,Female,56
C293349,Female,50
C293357,Female,22
C293361,Male,42
C293372,Female,29
C293373,Male,39
C293375,Female,26
C293380,Female,25
C293382,Female,21
C293383,Male,18
C293384,Male,30
C293386,Female,56
C293388,Female,36
C293389,Female,64
C293394,Female,49
C293395,Male,57
C293397,Male,55
C293399,Female,69
C293401,Female,29
C293404,Male,32
C293405,Male,48
C293408,Male,22
C293415,Male,52
C293418,Female,49
C293420,Male,20
C293422,Male,58
C293427,Male,61
C293428,Female,61
C293430,Male,29
C293433,Female,36
C293437,Female,42
C293445,Female,25
C293446,Male,26
C293453,Female,30
C293460,Male,21
C293462,Male,22
C293465,Male,65
C293469,Female,42
C293471,Male,30
C293472,Male,60
C293473,Male,26
C293476,Male,20
C293478,Female,59
C293479,Female,39
C293480,Female,34
C293482,Male,59
C293486,Female,36
C293487,Female,59
C293488,Female,31
C293491,Male,38
C293495,Male,22
C293497,Male,67
C293498,Female,58
C293499,Female,28
C293503,Male,26
C293505,Male,34
C293507,Male,52
C293509,Male,65
C293513,Female,68
C293522,Female,50
C293527,Male,45
C293531,Male,43
C293536,Female,26
C293541,Male,59
C293542,Female,41
C293544,Female,32
C293546,Female,56
C293552,Female,43
C293553,Male,37
C293559,Female,65
C293564,Male,60
C293566,Female,35
C293567,Male,57
C293569,Male,53
C293570,Female,66
C293572,Female,30
C293573,Female,60
C293575,Female,34
C293580,Male,62
C293581,Male,64
C293583,Male,34
C293586,Female,29
C293587,Male,31
C293591,Female,57
C293593,Female,34
C293596,Male,36
C293602,Female,66
C293604,Female,40
C293605,Male,35
C293612,Female,60
C293614,Male,38
C293617,Female,26
C293618,Female,27
C293622,Female,59
C293623,Female,18
C293625,Female,43
C293626,Male,46
C293627,Female,31
C293632,Male,20
C293637,Male,67
C293639,Male,68
C293640,Female,31
C293641,Male,47
C293643,Female,48
C293646,Female,63
C293653,Female,52
C293655,Male,46
C293657,Female,22
C293663,Female,24
C293665,Male,59
C293675,Female,20
C293679,Female,57
C293686,Female,25
C293692,Female,19
C293693,Male,35
C293696,Male,58
C293700,Female,69
C293701,Male,33
C293706,Male,41
C293708,Female,63
C293712,Male,64
C293713,Male,30
C293714,Female,19
C293723,Female,36
C293732,Female,49
C293736,Female,34
C293737,Male,49
C293739,Female,42
C293743,Male,27
C293747,Female,42
C293757,Male,56
C293765,Male,31
C293770,Female,58
C293777,Male,28
C293778,Female,32
C293780,Male,30
C293783,Female,69
C293792,Female,44
C293793,Male,61
C293805,Female,56
C293809,Male,23
C293812,Male,39
C293813,Male,61
C293815,Male,27
C293819,Male,47
C293820,Male,23
C293826,Male,66
C293829,Male,56
C293832,Male,33
C293837,Male,22
C293839,Female,47
C293841,Female,29
C293842,Female,65
C293844,Male,30
C293846,Male,36
C293850,Female,45
C293853,Female,22
C293857,Male,43
C293859,Female,68
C293860,Female,63
C293863,Male,47
C293866,Male,64
C293868,Male,18
C293869,Male,65
C293875,Female,24
C293878,Female,29
C293881,Female,68
C293892,Female,65
C293895,Female,46
C293897,Male,31
C293899,Female,22
C293900,Female,60
C293904,Male,43
C293908,Female,58
C293909,Male,69
C293910,Female,32
C293911,Female,59
C293915,Female,60
C293917,Female,25
C293918,Male,65
C293919,Male,55
C293923,Female,41
C293924,Female,53
C293930,Male,68
C293931,Female,53
C293936,Female,25
C293937,Male,64
C293939,Male,30
C293941,Female,47
C293944,Female,37
C293947,Female,41
C293948,Female,66
C293953,Female,41
C293956,Male,50
C293964,Female,24
C293965,Female,18
C293970,Female,64
C293973,Female,49
C293974,Female,62
C293977,Male,29
C293989,Male,39
C293990,Female,36
C293991,Male,25
C293999,Male,56
C294006,Male,37
C294007,Male,23
C294009,Male,22
C294011,Male,27
C294015,Female,53
C294016,Female,50
C294018,Male,69
C294024,Male,45
C294033,Female,18
C294037,Female,69
C294039,Female,47
C294048,Male,64
C294050,Female,69
C294052,Female,29
C294055,Male,51
C294058,Male,61
C294059,Male,64
C294062,Male,54
C294064,Female,36
C294065,Female,68
C294076,Female,56
C294082,Male,23
C294087,Female,57
C294088,Male,44
C294093,Male,66
C294094,Male,60
C294095,Female,24
C294099,Female,61
C294104,Female,46
C294110,Female,19
C294112,Male,54
C294114,Female,43
C294120,Female,49
C294121,Male,29
C294126,Male,32
C294127,Male,66
C294128,Female,53
C294129,Male,54
C294130,Male,23
C294131,Female,36
C294135,Female,20
C294139,Male,39
C294141,Male,56
C294143,Male,34
C294145,Female,37
C294148,Male,36
C294150,Female,64
C294152,Male,58
C294153,Male,40
C294157,Female,21
C294158,Female,48
C294160,Female,33
C294162,Male,51
C294165,Male,21
C294167,Male,37
C294179,Female,38
C294182,Female,21
C294187,Male,50
C294189,Male,33
C294190,Male,27
C294191,Female,53
C294193,Female,50
C294194,Female,35
C294195,Female,53
C294196,Male,67
C294197,Male,52
C294204,Female,42
C294207,Female,21
C294209,Female,68
C294211,Male,29
C294220,Female,56
C294224,Female,19
C294226,Female,67
C294231,Female,32
C294236,Female,28
C294238,Female,61
C294239,Female,46
C294240,Female,56
C294241,Male,27
C294242,Female,52
C294245,Female,25
C294246,Male,49
C294248,Male,39
C294257,Female,35
C294259,Female,68
C294263,Male,21
C294266,Male,39
C294269,Male,68
C294272,Female,60
C294275,Female,62
C294277,Female,28
C294280,Male,44
C294282,Male,63
C294283,Male,69
C294285,Female,18
C294287,Male,24
C294290,Female,34
C294307,Male,50
C294311,Female,52
C294314,Male,48
C294317,Female,50
C294318,Female,18
C294325,Male,51
C294326,Female,62
C294327,Female,18
C294328,Female,50
C294333,Male,51
C294335,Female,64
C294338,Female,54
C294341,Female,63
C294342,Female,21
C294345,Female,35
C294348,Male,51
C294350,Female,48
C294351,Female,32
C294352,Female,41
C294353,Female,20
C294358,Male,54
C294364,Male,65
C294369,Male,31
C294370,Female,33
C294374,Male,33
C294377,Male,22
C294378,Female,19
C294379,Male,50
C294382,Male,41
C294383,Female,44
C294392,Female,65
C294399,Male,65
C294405,Female,46
C294407,Female,31
C294414,Female,62
C294420,Male,47
C294427,Male,18
C294431,Male,24
C294434,Male,68
C294439,Male,18
C294441,Male,19
C294443,Female,37
C294446,Male,36
C294448,Female,51
C294449,Female,62
C294452,Female,46
C294454,Female,43
C294457,Male,41
C294458,Female,58
C294460,Female,68
C294461,Male,56
C294466,Male,49
C294471,Female,52
C294473,Male,46
C294479,Male,35
C294484,Female,32
C294489,Female,58
C294494,Male,54
C294499,Male,37
C294500,Male,31
C294504,Male,51
C294520,Female,33
C294523,Male,30
C294527,Male,44
C294528,Male,32
C294530,Female,55
C294539,Female,65
C294543,Female,69
C294548,Female,56
C294549,Male,50
C294550,Female,54
C294551,Female,47
C294552,Female,35
C294556,Female,40
C294564,Female,50
C294566,Female,51
C294568,Male,45
C294571,Male,47
C294573,Female,36
C294575,Female,28
C294576,Female,58
C294577,Male,65
C294579,Female,68
C294580,Female,18
C294582,Female,44
C294586,Female,50
C294592,Female,34
C294593,Female,46
C294599,Female,25
C294600,Female,41
C294602,Female,49
C294603,Female,42
C294604,Male,27
C294612,Female,32
C294618,Male,27
C294620,Female,21
C294623,Female,53
C294627,Male,21
C294634,Female,31
C294639,Female,18
C294641,Female,39
C294648,Female,31
C294650,Female,22
C294653,Female,52
C294666,Male,38
C294668,Female,50
C294673,Female,33
C294678,Female,23
C294679,Male,21
C294680,Male,35
C294687,Male,34
C294689,Male,39
C294695,Male,48
C294702,Male,22
C294705,Female,37
C294707,Female,26
C294713,Female,46
C294715,Female,19
C294718,Female,52
C294719,Female,31
C294724,Male,69
C294725,Female,55
C294727,Female,53
C294732,Female,24
C294733,Female,65
C294735,Male,20
C294739,Male,52
C294746,Female,31
C294751,Female,69
C294755,Female,27
C294761,Male,40
C294765,Male,24
C294771,Female,21
C294772,Male,50
C294773,Female,66
C294774,Male,59
C294778,Female,34
C294784,Male,64
C294786,Male,69
C294787,Female,58
C294789,Male,50
C294790,Female,30
C294792,Male,26
C294795,Male,54
C294798,Male,21
C294800,Female,21
C294803,Male,66
C294804,Female,54
C294805,Female,45
C294806,Female,43
C294807,Male,33
C294809,Female,61
C294810,Male,68
C294813,Female,57
C294815,Female,40
C294816,Female,67
C294818,Male,35
C294826,Female,35
C294827,Male,38
C294830,Female,60
C294832,Male,24
C294836,Female,47
C294837,Female,55
C294843,Female,52
C294844,Female,26
C294849,Male,58
C294853,Female,37
C294855,Female,28
C294857,Male,64
C294858,Male,18
C294865,Male,54
C294872,Female,47
C294874,Female,64
C294875,Female,47
C294876,Male,44
C294877,Male,39
C294884,Male,26
C294886,Female,69
C294887,Male,30
C294888,Female,67
C294892,Female,26
C294894,Male,23
C294896,Female,67
C294897,Female,62
C294900,Female,64
C294902,Female,66
C294911,Male,61
C294914,Male,46
C294917,Female,53
C294919,Male,52
C294927,Female,66
C294930,Male,21
C294931,Female,20
C294935,Male,52
C294940,Male,61
C294942,Female,24
C294943,Male,51
C294946,Female,53
C294948,Male,34
C294953,Female,48
C294956,Female,37
C294957,Male,54
C294963,Male,69
C294967,Female,52
C294970,Male,21
C294971,Female,59
C294976,Female,67
C294981,Female,31
C294983,Male,54
C294989,Male,41
C294993,Male,32
C294996,Female,31
C294997,Female,59
C294999,Female,39
C295002,Male,68
C295003,Female,52
C295005,Female,24
C295010,Male,59
C295012,Male,36
C295013,Female,43
C295014,Female,34
C295015,Female,21
C295016,Female,56
C295017,Female,64
C295018,Male,40
C295025,Female,36
C295038,Female,23
C295040,Female,46
C295048,Female,19
C295054,Female,21
C295062,Female,51
C295068,Female,45
C295069,Male,68
C295075,Female,50
C295078,Male,66
C295079,Male,49
C295083,Female,19
C295096,Female,61
C295101,Male,47
C295102,Female,18
C295104,Female,54
C295108,Female,59
C295109,Female,52
C295110,Female,69
C295111,Male,26
C295112,Female,56
C295115,Female,67
C295116,Male,36
C295120,Female,30
C295123,Male,58
C295124,Male,54
C295129,Female,20
C295130,Male,26
C295132,Male,67
C295135,Female,41
C295139,Male,68
C295146,Female,40
C295147,Male,20
C295150,Female,44
C295151,Male,53
C295152,Female,37
C295155,Male,30
C295156,Female,44
C295160,Female,29
C295163,Female,63
C295169,Female,18
C295171,Male,58
C295172,Male,57
C295173,Male,60
C295175,Male,60
C295176,Female,18
C295177,Female,26
C295182,Female,44
C295188,Male,65
C295189,Female,48
C295194,Male,43
C295196,Female,18
C295200,Female,31
C295204,Female,58
C295205,Female,57
C295206,Female,61
C295209,Male,27
C295214,Male,38
C295215,Female,19
C295218,Female,58
C295219,Female,41
C295220,Female,19
C295221,Male,41
C295226,Male,29
C295228,Female,25
C295232,Female,51
C295234,Male,28
C295238,Female,22
C295253,Female,64
C295256,Male,66
C295259,Female,50
C295265,Male,35
C295267,Female,43
C295272,Female,19
C295274,Male,32
C295277,Male,18
C295280,Male,52
C295281,Male,54
C295284,Female,36
C295288,Female,65
C295289,Male,67
C295290,Female,29
C295291,Female,52
C295300,Female,37
C295302,Female,40
C295305,Female,69
C295307,Male,24
C295318,Female,48
C295319,Male,18
C295329,Female,35
C295330,Female,25
C295340,Female,58
C295341,Female,20
C295343,Female,21
C295344,Male,36
C295349,Male,49
C295350,Male,31
C295351,Female,62
C295356,Female,21
C295359,Female,24
C295361,Female,26
C295365,Female,18
C295366,Male,22
C295369,Female,25
C295371,Female,35
C295374,Male,41
C295377,Female,34
C295378,Male,31
C295379,Female,47
C295383,Female,42
C295388,Female,30
C295389,Male,45
C295393,Female,21
C295398,Male,30
C295399,Female,58
C295401,Male,25
C295403,Male,32
C295412,Female,39
C295413,Male,52
C295417,Female,66
C295421,Male,56
C295423,Male,59
C295424,Male,69
C295426,Male,60
C295427,Male,39
C295431,Female,57
C295433,Female,61
C295434,Male,23
C295435,Male,69
C295443,Male,20
C295445,Female,51
C295448,Male,30
C295457,Male,46
C295458,Male,28
C295462,Male,54
C295463,Male,31
C295464,Male,66
C295466,Male,55
C295467,Male,22
C295469,Male,60
C295472,Female,59
C295474,Male,26
C295475,Male,38
C295476,Female,20
C295481,Male,47
C295483,Female,40
C295485,Female,34
C295492,Female,28
C295498,Female,59
C295500,Female,48
C295505,Female,26
C295509,Female,59
C295513,Male,55
C295514,Male,37
C295524,Male,63
C295529,Female,53
C295532,Female,27
C295536,Male,19
C295545,Female,64
C295546,Female,44
C295550,Female,41
C295553,Female,63
C295555,Female,64
C295561,Male,18
C295562,Female,50
C295568,Male,57
C295569,Female,27
C295570,Female,25
C295579,Female,46
C295594,Female,20
C295595,Male,56
C295601,Female,64
C295602,Male,39
C295610,Female,51
C295611,Male,56
C295612,Male,36
C295615,Female,18
C295619,Female,33
C295620,Female,61
C295626,Male,19
C295635,Male,52
C295636,Female,67
C295645,Female,26
C295647,Female,36
C295648,Male,22
C295651,Female,52
C295654,Female,61
C295655,Female,21
C295673,Male,49
C295676,Female,44
C295678,Female,66
C295681,Female,31
C295684,Female,51
C295695,Female,53
C295697,Female,45
C295698,Female,53
C295704,Female,35
C295706,Female,31
C295707,Female,39
C295709,Male,24
C295712,Male,33
C295713,Female,28
C295714,Female,53
C295716,Female,51
C295720,Female,66
C295727,Male,59
C295728,Male,60
C295730,Male,37
C295734,Female,60
C295739,Female,58
C295743,Female,29
C295744,Female,43
C295745,Female,51
C295746,Female,58
C295747,Male,42
C295749,Male,44
C295751,Female,22
C295753,Female,22
