invoice_item_id,invoice_no,category_id,quantity,price
48822,I510891,1,4,1200.32
48823,I365447,1,5,1500.40
48824,I314095,7,3,3150.00
48825,I216078,5,1,5.23
48826,I165250,3,2,30.30
48827,I187511,5,5,26.15
48828,I118262,5,1,5.23
48829,I308247,4,4,162.64
48830,I160646,4,4,162.64
48831,I210967,1,1,300.08
48832,I328348,1,2,600.16
48833,I780601,1,3,900.24
48834,I193531,5,3,15.69
48835,I299903,6,5,179.20
48836,I168471,1,5,1500.40
48837,I131868,8,1,11.73
48838,I316151,2,1,600.17
48839,I346904,6,5,179.20
48840,I967090,1,3,900.24
48841,I738689,5,1,5.23
48842,I140294,1,5,1500.40
48843,I365278,2,2,1200.34
48844,I525706,1,4,1200.32
48845,I255414,5,5,26.15
48846,I153772,4,1,40.66
48847,I358625,1,3,900.24
48848,I697536,5,1,5.23
48849,I165758,4,3,121.98
48850,I322487,2,4,2400.68
48851,I315303,1,1,300.08
48852,I260026,5,4,20.92
48853,I433193,4,3,121.98
48854,I283248,5,4,20.92
48855,I201637,4,4,162.64
48856,I950500,1,5,1500.40
48857,I323095,1,4,1200.32
48858,I365264,1,1,300.08
48859,I276719,5,3,15.69
48860,I136154,1,5,1500.40
48861,I245224,2,2,1200.34
48862,I370594,1,2,600.16
48863,I247432,1,1,300.08
48864,I224189,1,5,1500.40
48865,I626047,1,2,600.16
48866,I354531,4,1,40.66
48867,I302800,1,3,900.24
48868,I964567,1,5,1500.40
48869,I142971,3,1,15.15
48870,I240408,5,1,5.23
48871,I324931,1,1,300.08
48872,I724293,2,5,3000.85
48873,I352931,1,1,300.08
48874,I105418,5,4,20.92
48875,I235396,5,1,5.23
48876,I437195,2,2,1200.34
48877,I241805,2,2,1200.34
48878,I288647,4,4,162.64
48879,I186888,1,1,300.08
48880,I145551,5,2,10.46
48881,I214608,1,1,300.08
48882,I269742,2,2,1200.34
48883,I458005,1,3,900.24
48884,I115848,4,2,81.32
48885,I108093,2,2,1200.34
48886,I985286,2,2,1200.34
48887,I188175,4,4,162.64
48888,I218419,4,5,203.30
48889,I700919,6,1,35.84
48890,I289051,6,1,35.84
48891,I207393,1,3,900.24
48892,I208010,2,5,3000.85
48893,I236921,7,4,4200.00
48894,I606451,5,5,26.15
48895,I390915,7,3,3150.00
48896,I307588,1,2,600.16
48897,I683880,1,5,1500.40
48898,I207313,5,2,10.46
48899,I220123,8,2,23.46
48900,I275541,1,3,900.24
48901,I902974,8,4,46.92
48902,I189180,8,3,35.19
48903,I476584,1,5,1500.40
48904,I833707,8,3,35.19
48905,I851212,3,4,60.60
48906,I859920,1,1,300.08
48907,I166189,4,1,40.66
48908,I194962,1,2,600.16
48909,I277825,8,2,23.46
48910,I673288,1,1,300.08
48911,I506575,1,3,900.24
48912,I150970,4,3,121.98
48913,I186955,1,1,300.08
48914,I313898,2,5,3000.85
48915,I248392,1,5,1500.40
48916,I141563,4,1,40.66
48917,I224881,3,3,45.45
48918,I216352,1,3,900.24
48919,I234879,4,5,203.30
48920,I812027,7,3,3150.00
48921,I321527,1,5,1500.40
48922,I954847,4,2,81.32
48923,I116582,7,4,4200.00
48924,I327090,2,4,2400.68
48925,I291736,1,4,1200.32
48926,I140446,4,5,203.30
48927,I163430,1,3,900.24
48928,I197591,1,5,1500.40
48929,I212378,4,1,40.66
48930,I313810,1,3,900.24
48931,I723183,1,1,300.08
48932,I120706,1,1,300.08
48933,I431703,1,2,600.16
48934,I290765,2,5,3000.85
48935,I778000,1,3,900.24
48936,I844199,2,1,600.17
48937,I547595,2,3,1800.51
48938,I117040,1,2,600.16
48939,I207786,5,1,5.23
48940,I562511,8,5,58.65
48941,I858807,4,5,203.30
48942,I327909,1,1,300.08
48943,I496820,1,3,900.24
48944,I137920,1,2,600.16
48945,I187333,1,2,600.16
48946,I190363,4,4,162.64
48947,I306447,1,3,900.24
48948,I173627,1,2,600.16
48949,I928241,5,2,10.46
48950,I106667,1,3,900.24
48951,I182726,6,5,179.20
48952,I693830,1,5,1500.40
48953,I231123,1,5,1500.40
48954,I446713,8,3,35.19
48955,I288306,1,4,1200.32
48956,I317121,1,4,1200.32
48957,I518491,2,4,2400.68
48958,I850223,1,2,600.16
48959,I651428,5,3,15.69
48960,I151933,1,3,900.24
48961,I778650,1,4,1200.32
48962,I122532,7,1,1050.00
48963,I273384,5,2,10.46
48964,I774665,4,4,162.64
48965,I665383,7,2,2100.00
48966,I768327,4,2,81.32
48967,I281828,6,2,71.68
48968,I503846,1,1,300.08
48969,I143493,2,5,3000.85
48970,I954471,6,1,35.84
48971,I682841,6,4,143.36
48972,I269353,6,2,71.68
48973,I296729,5,2,10.46
48974,I258685,5,2,10.46
48975,I169865,4,1,40.66
48976,I152248,4,1,40.66
48977,I135563,5,2,10.46
48978,I834663,1,2,600.16
48979,I541072,2,4,2400.68
48980,I304640,1,5,1500.40
48981,I138929,4,2,81.32
48982,I138490,5,1,5.23
48983,I299934,1,5,1500.40
48984,I500691,1,4,1200.32
48985,I271148,6,3,107.52
48986,I214831,2,4,2400.68
48987,I197387,1,1,300.08
48988,I293726,3,1,15.15
48989,I233132,8,1,11.73
48990,I130965,3,3,45.45
48991,I230185,1,1,300.08
48992,I123991,5,1,5.23
48993,I171239,1,3,900.24
48994,I684629,6,3,107.52
48995,I215726,2,3,1800.51
48996,I932929,2,3,1800.51
48997,I234573,5,3,15.69
48998,I130125,1,4,1200.32
48999,I170423,2,2,1200.34
49000,I321007,1,4,1200.32
49001,I100227,6,3,107.52
49002,I387708,6,1,35.84
49003,I192956,4,3,121.98
49004,I862317,6,2,71.68
49005,I795524,1,5,1500.40
49006,I213782,1,4,1200.32
49007,I268116,2,5,3000.85
49008,I338591,1,5,1500.40
49009,I123102,4,2,81.32
49010,I236637,1,1,300.08
49011,I223002,4,1,40.66
49012,I391515,4,4,162.64
49013,I222970,7,1,1050.00
49014,I259054,1,1,300.08
49015,I333361,1,3,900.24
49016,I252713,1,3,900.24
49017,I163446,6,4,143.36
49018,I253711,8,4,46.92
49019,I320321,3,2,30.30
49020,I194106,1,1,300.08
49021,I325607,1,1,300.08
49022,I219874,2,3,1800.51
49023,I222343,3,1,15.15
49024,I882290,7,3,3150.00
49025,I247266,3,1,15.15
49026,I263635,1,4,1200.32
49027,I161240,1,3,900.24
49028,I225897,8,1,11.73
49029,I573265,1,2,600.16
49030,I163705,4,4,162.64
49031,I129947,4,3,121.98
49032,I137008,4,5,203.30
49033,I741436,8,4,46.92
49034,I206462,2,1,600.17
49035,I233076,1,2,600.16
49036,I212682,2,4,2400.68
49037,I122212,1,5,1500.40
49038,I332775,5,3,15.69
49039,I166183,5,4,20.92
49040,I156681,1,5,1500.40
49041,I157315,1,1,300.08
49042,I286712,1,2,600.16
49043,I153253,6,1,35.84
49044,I480803,4,3,121.98
49045,I154608,5,1,5.23
49046,I160893,4,5,203.30
49047,I274522,6,4,143.36
49048,I675931,2,4,2400.68
49049,I189912,1,2,600.16
49050,I165655,2,3,1800.51
49051,I292875,5,1,5.23
49052,I739389,5,2,10.46
49053,I832901,1,3,900.24
49054,I206414,5,2,10.46
49055,I150122,1,2,600.16
49056,I158118,6,3,107.52
49057,I124218,1,1,300.08
49058,I314023,2,3,1800.51
49059,I566731,7,1,1050.00
49060,I397935,1,4,1200.32
49061,I108565,6,4,143.36
49062,I296428,1,3,900.24
49063,I801562,1,1,300.08
49064,I173754,1,5,1500.40
49065,I715685,4,3,121.98
49066,I237495,1,4,1200.32
49067,I151026,1,2,600.16
49068,I112138,2,4,2400.68
49069,I191266,4,3,121.98
49070,I214171,6,4,143.36
49071,I131000,2,2,1200.34
49072,I236138,4,3,121.98
49073,I141576,2,4,2400.68
49074,I188292,4,3,121.98
49075,I479861,1,1,300.08
49076,I135573,1,2,600.16
49077,I265753,2,1,600.17
49078,I161821,5,4,20.92
49079,I247598,4,5,203.30
49080,I870257,1,4,1200.32
49081,I220646,6,4,143.36
49082,I178688,4,5,203.30
49083,I230615,4,3,121.98
49084,I642468,6,1,35.84
49085,I392377,1,3,900.24
49086,I511399,4,5,203.30
49087,I310812,1,2,600.16
49088,I272607,6,3,107.52
49089,I188458,2,2,1200.34
49090,I126996,1,2,600.16
49091,I214379,1,1,300.08
49092,I271819,1,2,600.16
49093,I264003,5,5,26.15
49094,I322675,4,4,162.64
49095,I163640,1,4,1200.32
49096,I171365,5,4,20.92
49097,I274997,1,2,600.16
49098,I551530,2,2,1200.34
49099,I606906,5,3,15.69
49100,I159535,6,4,143.36
49101,I394437,5,4,20.92
49102,I151375,5,5,26.15
49103,I943094,6,1,35.84
49104,I143578,4,3,121.98
49105,I177965,4,2,81.32
49106,I152204,8,3,35.19
49107,I150824,2,3,1800.51
49108,I761696,5,2,10.46
49109,I228616,1,4,1200.32
49110,I287389,2,5,3000.85
49111,I169876,3,2,30.30
49112,I197220,5,2,10.46
49113,I309929,6,3,107.52
49114,I476039,1,4,1200.32
49115,I318878,5,4,20.92
49116,I168164,1,1,300.08
49117,I323962,1,1,300.08
49118,I319053,1,4,1200.32
49119,I143404,2,5,3000.85
49120,I305874,2,5,3000.85
49121,I307795,2,5,3000.85
49122,I145128,3,5,75.75
49123,I264731,1,3,900.24
49124,I180095,5,2,10.46
49125,I173562,5,3,15.69
49126,I310507,4,1,40.66
49127,I525824,8,1,11.73
49128,I301700,4,5,203.30
49129,I294385,1,4,1200.32
49130,I305986,1,2,600.16
49131,I832639,5,2,10.46
49132,I103846,4,4,162.64
49133,I111238,1,2,600.16
49134,I225731,4,4,162.64
49135,I803661,6,5,179.20
49136,I206258,1,2,600.16
49137,I101885,3,4,60.60
49138,I585033,5,1,5.23
49139,I209650,5,5,26.15
49140,I119608,8,4,46.92
49141,I328283,2,3,1800.51
49142,I334926,2,1,600.17
49143,I193378,1,5,1500.40
49144,I139103,2,3,1800.51
49145,I208595,7,3,3150.00
49146,I182321,1,3,900.24
49147,I147110,3,1,15.15
49148,I282465,2,2,1200.34
49149,I657572,1,1,300.08
49150,I754905,1,3,900.24
49151,I224074,4,4,162.64
49152,I185089,1,1,300.08
49153,I725521,5,2,10.46
49154,I125506,6,2,71.68
49155,I579473,8,2,23.46
49156,I269437,4,5,203.30
49157,I121492,4,3,121.98
49158,I292776,1,1,300.08
49159,I499872,1,2,600.16
49160,I186541,1,5,1500.40
49161,I281901,3,3,45.45
49162,I137840,1,1,300.08
49163,I221975,1,1,300.08
49164,I190782,1,4,1200.32
49165,I293559,5,1,5.23
49166,I187150,1,4,1200.32
49167,I243792,8,2,23.46
49168,I186709,1,2,600.16
49169,I185125,1,1,300.08
49170,I164968,5,2,10.46
49171,I134059,8,3,35.19
49172,I389198,4,3,121.98
49173,I245901,1,2,600.16
49174,I254430,1,4,1200.32
49175,I320926,1,3,900.24
49176,I920299,1,3,900.24
49177,I161713,4,2,81.32
49178,I373652,5,1,5.23
49179,I890781,5,4,20.92
49180,I159219,1,1,300.08
49181,I201037,1,5,1500.40
49182,I165247,1,4,1200.32
49183,I198812,5,3,15.69
49184,I456395,2,2,1200.34
49185,I146651,3,5,75.75
49186,I215667,6,2,71.68
49187,I560302,4,4,162.64
49188,I287255,1,4,1200.32
49189,I655988,1,2,600.16
49190,I291073,1,3,900.24
49191,I765892,4,5,203.30
49192,I282986,6,5,179.20
49193,I602404,4,4,162.64
49194,I831058,1,2,600.16
49195,I921659,1,4,1200.32
49196,I184364,6,1,35.84
49197,I461605,6,3,107.52
49198,I145495,1,1,300.08
49199,I168797,5,3,15.69
49200,I514350,1,1,300.08
49201,I241508,1,3,900.24
49202,I124578,4,3,121.98
49203,I534269,2,4,2400.68
49204,I189337,4,5,203.30
49205,I142892,2,1,600.17
49206,I269836,1,4,1200.32
49207,I718864,1,3,900.24
49208,I322421,1,3,900.24
49209,I171627,6,3,107.52
49210,I274866,6,3,107.52
49211,I278482,4,1,40.66
49212,I232638,8,2,23.46
49213,I327682,6,3,107.52
49214,I272919,2,2,1200.34
49215,I331354,1,3,900.24
49216,I993751,1,1,300.08
49217,I207190,8,5,58.65
49218,I224085,7,4,4200.00
49219,I177848,6,3,107.52
49220,I360559,7,3,3150.00
49221,I181977,1,3,900.24
49222,I253168,5,5,26.15
49223,I231696,4,2,81.32
49224,I219218,4,1,40.66
49225,I176568,5,3,15.69
49226,I248705,8,3,35.19
49227,I238900,1,5,1500.40
49228,I270915,3,2,30.30
49229,I857734,1,5,1500.40
49230,I327870,8,4,46.92
49231,I153726,5,4,20.92
49232,I206053,1,3,900.24
49233,I103353,5,5,26.15
49234,I290417,1,3,900.24
49235,I266346,5,3,15.69
49236,I940210,1,2,600.16
49237,I180653,1,1,300.08
49238,I174040,4,5,203.30
49239,I293821,1,3,900.24
49240,I728237,1,3,900.24
49241,I271251,1,5,1500.40
49242,I777561,1,2,600.16
49243,I189722,7,5,5250.00
49244,I152635,6,1,35.84
49245,I500412,1,5,1500.40
49246,I332654,4,3,121.98
49247,I195288,5,5,26.15
49248,I672622,3,1,15.15
49249,I160981,2,5,3000.85
49250,I310690,6,3,107.52
49251,I498632,3,4,60.60
49252,I324655,5,3,15.69
49253,I196052,2,2,1200.34
49254,I797105,1,5,1500.40
49255,I602415,5,5,26.15
49256,I630737,4,1,40.66
49257,I305928,5,1,5.23
49258,I776154,2,3,1800.51
49259,I534990,4,5,203.30
49260,I463873,4,5,203.30
49261,I190141,4,3,121.98
49262,I155550,4,1,40.66
49263,I120555,1,3,900.24
49264,I903190,5,3,15.69
49265,I286197,8,5,58.65
49266,I120831,5,1,5.23
49267,I324056,1,2,600.16
49268,I204908,4,1,40.66
49269,I126116,6,5,179.20
49270,I590698,1,1,300.08
49271,I990528,1,1,300.08
49272,I331796,1,4,1200.32
49273,I145774,1,1,300.08
49274,I285252,1,1,300.08
49275,I600013,2,3,1800.51
49276,I367033,1,3,900.24
49277,I186795,4,5,203.30
49278,I169988,8,1,11.73
49279,I619059,1,3,900.24
49280,I858534,7,5,5250.00
49281,I416633,4,5,203.30
49282,I172753,4,1,40.66
49283,I177229,1,5,1500.40
49284,I433608,8,5,58.65
49285,I174663,1,2,600.16
49286,I106008,6,2,71.68
49287,I138085,4,5,203.30
49288,I303558,4,3,121.98
49289,I146931,1,3,900.24
49290,I200714,3,3,45.45
49291,I122958,1,2,600.16
49292,I322934,2,4,2400.68
49293,I210478,2,1,600.17
49294,I274740,5,3,15.69
49295,I264328,5,2,10.46
49296,I226869,7,1,1050.00
49297,I233266,5,3,15.69
49298,I231733,6,4,143.36
49299,I318368,1,5,1500.40
49300,I217116,2,3,1800.51
49301,I145154,1,4,1200.32
49302,I183594,1,1,300.08
49303,I239452,3,4,60.60
49304,I291854,5,1,5.23
49305,I162995,1,4,1200.32
49306,I144489,3,2,30.30
49307,I120889,4,1,40.66
49308,I698611,1,1,300.08
49309,I141966,5,3,15.69
49310,I300819,6,4,143.36
49311,I106525,1,3,900.24
49312,I931131,4,1,40.66
49313,I102729,1,1,300.08
49314,I242431,6,2,71.68
49315,I138824,5,5,26.15
49316,I289104,1,3,900.24
49317,I238538,5,1,5.23
49318,I168844,1,2,600.16
49319,I793668,1,3,900.24
49320,I289160,7,1,1050.00
49321,I314925,1,5,1500.40
49322,I249032,7,4,4200.00
49323,I535424,5,4,20.92
49324,I121583,2,1,600.17
49325,I166488,5,2,10.46
49326,I230533,5,5,26.15
49327,I103996,4,3,121.98
49328,I138247,1,4,1200.32
49329,I247253,7,5,5250.00
49330,I281010,8,4,46.92
49331,I335472,6,2,71.68
49332,I464072,5,1,5.23
49333,I611089,1,3,900.24
49334,I843682,1,1,300.08
49335,I255108,1,2,600.16
49336,I119408,4,2,81.32
49337,I520905,1,2,600.16
49338,I178272,4,1,40.66
49339,I156346,5,4,20.92
49340,I247261,8,1,11.73
49341,I165254,6,4,143.36
49342,I617898,5,3,15.69
49343,I303927,3,3,45.45
49344,I215269,1,3,900.24
49345,I257405,8,4,46.92
49346,I296181,6,3,107.52
49347,I530218,4,4,162.64
49348,I162456,6,2,71.68
49349,I244593,1,4,1200.32
49350,I274070,4,3,121.98
49351,I100321,6,2,71.68
49352,I109362,4,3,121.98
49353,I794062,8,2,23.46
49354,I407884,6,4,143.36
49355,I175001,1,2,600.16
49356,I223198,4,2,81.32
49357,I133488,4,2,81.32
49358,I201378,5,5,26.15
49359,I112575,1,1,300.08
49360,I784746,4,4,162.64
49361,I338601,1,2,600.16
49362,I671578,4,4,162.64
49363,I238548,6,4,143.36
49364,I244247,2,5,3000.85
49365,I899624,2,2,1200.34
49366,I177662,2,3,1800.51
49367,I332724,1,4,1200.32
49368,I273601,5,1,5.23
49369,I306602,4,5,203.30
49370,I629445,8,1,11.73
49371,I271448,6,2,71.68
49372,I320876,1,3,900.24
49373,I111041,5,5,26.15
49374,I164436,1,5,1500.40
49375,I266490,2,4,2400.68
49376,I911521,4,5,203.30
49377,I760141,1,3,900.24
49378,I581078,4,1,40.66
49379,I183454,2,1,600.17
49380,I244473,8,3,35.19
49381,I102686,1,3,900.24
49382,I796802,1,3,900.24
49383,I689738,1,2,600.16
49384,I437861,1,4,1200.32
49385,I107436,4,4,162.64
49386,I239879,1,5,1500.40
49387,I150691,5,2,10.46
49388,I169837,1,3,900.24
49389,I186103,2,4,2400.68
49390,I631092,4,4,162.64
49391,I807814,5,3,15.69
49392,I273101,1,5,1500.40
49393,I113017,4,5,203.30
49394,I544885,1,4,1200.32
49395,I132320,5,4,20.92
49396,I282690,5,1,5.23
49397,I262456,1,2,600.16
49398,I139865,4,2,81.32
49399,I212536,5,3,15.69
49400,I986179,4,5,203.30
49401,I349739,2,4,2400.68
49402,I180559,2,4,2400.68
49403,I295326,5,2,10.46
49404,I254094,2,2,1200.34
49405,I190402,4,1,40.66
49406,I613972,1,4,1200.32
49407,I133331,6,4,143.36
49408,I863351,4,5,203.30
49409,I339358,6,3,107.52
49410,I186073,4,2,81.32
49411,I139288,1,3,900.24
49412,I992732,3,2,30.30
49413,I223512,1,5,1500.40
49414,I702780,1,5,1500.40
49415,I997534,1,5,1500.40
49416,I201387,5,3,15.69
49417,I234242,5,3,15.69
49418,I192804,8,4,46.92
49419,I710985,2,2,1200.34
49420,I650563,1,3,900.24
49421,I138737,4,5,203.30
49422,I278486,1,1,300.08
49423,I522643,1,3,900.24
49424,I129385,6,3,107.52
49425,I654212,1,1,300.08
49426,I186518,4,4,162.64
49427,I684363,1,1,300.08
49428,I304067,1,1,300.08
49429,I804358,1,2,600.16
49430,I885445,6,2,71.68
49431,I238350,2,2,1200.34
49432,I206078,5,2,10.46
49433,I612751,4,2,81.32
49434,I314508,6,5,179.20
49435,I174427,5,5,26.15
49436,I250853,1,2,600.16
49437,I179345,1,5,1500.40
49438,I207249,4,2,81.32
49439,I609607,1,4,1200.32
49440,I135923,1,1,300.08
49441,I134660,6,2,71.68
49442,I717199,4,1,40.66
49443,I620761,4,2,81.32
49444,I333603,8,5,58.65
49445,I323469,1,3,900.24
49446,I169603,1,2,600.16
49447,I155101,5,5,26.15
49448,I149762,2,2,1200.34
49449,I319720,1,4,1200.32
49450,I256962,1,5,1500.40
49451,I339968,6,5,179.20
49452,I188386,1,1,300.08
49453,I795956,4,4,162.64
49454,I157057,5,2,10.46
49455,I296697,1,5,1500.40
49456,I994973,1,3,900.24
49457,I265265,1,5,1500.40
49458,I215035,2,2,1200.34
49459,I246376,1,2,600.16
49460,I201871,6,2,71.68
49461,I153812,1,5,1500.40
49462,I342379,6,4,143.36
49463,I329377,7,4,4200.00
49464,I226770,6,5,179.20
49465,I188069,5,1,5.23
49466,I161167,1,5,1500.40
49467,I366326,5,2,10.46
49468,I273932,1,2,600.16
49469,I149982,5,4,20.92
49470,I215447,5,5,26.15
49471,I126387,2,3,1800.51
49472,I977302,4,3,121.98
49473,I768473,1,3,900.24
49474,I173199,4,5,203.30
49475,I108740,1,1,300.08
49476,I272787,1,4,1200.32
49477,I270840,1,3,900.24
49478,I109248,1,4,1200.32
49479,I272832,4,4,162.64
49480,I243216,8,2,23.46
49481,I141452,1,4,1200.32
49482,I207566,4,2,81.32
49483,I219840,1,5,1500.40
49484,I206834,1,1,300.08
49485,I208029,1,5,1500.40
49486,I800722,1,4,1200.32
49487,I113644,1,3,900.24
49488,I180279,1,5,1500.40
49489,I348412,1,3,900.24
49490,I327076,1,1,300.08
49491,I328994,4,2,81.32
49492,I237361,1,4,1200.32
49493,I331972,2,1,600.17
49494,I294832,4,4,162.64
49495,I609115,4,3,121.98
49496,I152142,2,4,2400.68
49497,I816673,1,1,300.08
49498,I998191,2,1,600.17
49499,I890966,6,5,179.20
49500,I145500,1,3,900.24
49501,I231355,1,5,1500.40
49502,I180403,1,3,900.24
49503,I381693,8,3,35.19
49504,I368754,1,3,900.24
49505,I109122,1,3,900.24
49506,I205578,8,1,11.73
49507,I143102,5,1,5.23
49508,I654471,6,2,71.68
49509,I289022,4,2,81.32
49510,I246156,5,5,26.15
49511,I954278,6,4,143.36
49512,I260604,5,4,20.92
49513,I157882,5,2,10.46
49514,I333313,6,3,107.52
49515,I815692,4,2,81.32
49516,I292589,4,4,162.64
49517,I504326,3,2,30.30
49518,I502298,4,3,121.98
49519,I159136,5,3,15.69
49520,I617072,5,2,10.46
49521,I255918,4,4,162.64
49522,I228984,5,3,15.69
49523,I261859,5,1,5.23
49524,I278720,1,3,900.24
49525,I921327,1,2,600.16
49526,I207245,5,5,26.15
49527,I201116,1,2,600.16
49528,I333244,8,4,46.92
49529,I185284,1,2,600.16
49530,I318648,1,4,1200.32
49531,I331247,1,2,600.16
49532,I297005,6,1,35.84
49533,I254296,1,4,1200.32
49534,I977577,6,5,179.20
49535,I324181,3,1,15.15
49536,I303739,2,1,600.17
49537,I238967,5,2,10.46
49538,I743743,2,4,2400.68
49539,I129796,5,1,5.23
49540,I572247,1,5,1500.40
49541,I230766,5,5,26.15
49542,I140918,4,4,162.64
49543,I155726,1,1,300.08
49544,I132844,1,5,1500.40
49545,I134725,1,5,1500.40
49546,I299843,4,3,121.98
49547,I191908,6,1,35.84
49548,I106463,7,2,2100.00
49549,I206332,5,4,20.92
49550,I751425,2,4,2400.68
49551,I182592,7,1,1050.00
49552,I210336,1,4,1200.32
49553,I306705,5,3,15.69
49554,I306939,1,3,900.24
49555,I308270,1,5,1500.40
49556,I282755,6,1,35.84
49557,I751889,6,5,179.20
49558,I102260,3,2,30.30
49559,I192671,1,4,1200.32
49560,I237541,5,4,20.92
49561,I808288,8,5,58.65
49562,I194267,3,4,60.60
49563,I119842,1,5,1500.40
49564,I137747,6,5,179.20
49565,I194754,4,5,203.30
49566,I887245,1,2,600.16
49567,I275572,1,1,300.08
49568,I292488,1,3,900.24
49569,I194317,6,3,107.52
49570,I277299,1,4,1200.32
49571,I440689,3,4,60.60
49572,I101167,5,5,26.15
49573,I242631,4,1,40.66
49574,I157640,1,2,600.16
49575,I246025,2,3,1800.51
49576,I213263,4,5,203.30
49577,I539650,6,1,35.84
49578,I205023,1,5,1500.40
49579,I415446,4,5,203.30
49580,I206303,1,4,1200.32
49581,I328650,5,1,5.23
49582,I282358,1,5,1500.40
49583,I123698,5,1,5.23
49584,I920572,1,4,1200.32
49585,I964379,1,5,1500.40
49586,I104019,3,1,15.15
49587,I151086,1,2,600.16
49588,I571067,3,1,15.15
49589,I104248,1,2,600.16
49590,I279062,1,4,1200.32
49591,I114069,3,1,15.15
49592,I253939,4,5,203.30
49593,I135374,4,1,40.66
49594,I257833,1,3,900.24
49595,I802146,2,4,2400.68
49596,I122078,1,3,900.24
49597,I965596,4,1,40.66
49598,I175546,6,2,71.68
49599,I283470,7,2,2100.00
49600,I168578,2,5,3000.85
49601,I262404,1,5,1500.40
49602,I863889,2,1,600.17
49603,I325361,6,4,143.36
49604,I337289,5,5,26.15
49605,I245834,2,2,1200.34
49606,I299616,3,2,30.30
49607,I188362,4,2,81.32
49608,I195295,6,4,143.36
49609,I754504,6,4,143.36
49610,I285011,1,4,1200.32
49611,I115768,1,1,300.08
49612,I933886,1,1,300.08
49613,I141200,1,2,600.16
49614,I303398,1,3,900.24
49615,I198874,7,2,2100.00
49616,I162940,8,2,23.46
49617,I728477,1,5,1500.40
49618,I188511,1,2,600.16
49619,I397691,4,5,203.30
49620,I921262,6,4,143.36
49621,I905840,3,5,75.75
49622,I465387,3,5,75.75
49623,I498090,8,2,23.46
49624,I333113,6,2,71.68
49625,I138642,6,2,71.68
49626,I339714,2,4,2400.68
49627,I234442,5,4,20.92
49628,I964998,1,2,600.16
49629,I179319,6,3,107.52
49630,I770089,6,4,143.36
49631,I269522,1,5,1500.40
49632,I268194,5,1,5.23
49633,I178762,4,2,81.32
49634,I252995,1,5,1500.40
49635,I181244,4,4,162.64
49636,I240004,3,4,60.60
49637,I304818,5,5,26.15
49638,I141254,6,5,179.20
49639,I241025,1,3,900.24
49640,I790578,2,5,3000.85
49641,I112437,7,1,1050.00
49642,I187990,5,3,15.69
49643,I229977,1,5,1500.40
49644,I973778,1,5,1500.40
49645,I366754,1,1,300.08
49646,I279423,3,5,75.75
49647,I122748,1,4,1200.32
49648,I156697,7,4,4200.00
49649,I205506,6,4,143.36
49650,I130317,1,4,1200.32
49651,I180651,6,5,179.20
49652,I152161,5,4,20.92
49653,I194299,3,5,75.75
49654,I240508,7,2,2100.00
49655,I146486,4,2,81.32
49656,I324260,1,2,600.16
49657,I214181,4,2,81.32
49658,I302042,7,4,4200.00
49659,I328139,1,4,1200.32
49660,I243319,2,5,3000.85
49661,I692602,4,2,81.32
49662,I260554,4,1,40.66
49663,I122056,4,5,203.30
49664,I629382,1,4,1200.32
49665,I845878,5,1,5.23
49666,I260505,3,5,75.75
49667,I259710,5,4,20.92
49668,I874221,1,4,1200.32
49669,I338173,1,4,1200.32
49670,I311007,4,3,121.98
49671,I520356,6,3,107.52
49672,I246531,5,5,26.15
49673,I189233,5,2,10.46
49674,I140181,6,1,35.84
49675,I125605,1,5,1500.40
49676,I228444,1,4,1200.32
49677,I391462,3,5,75.75
49678,I315132,1,5,1500.40
49679,I330974,6,1,35.84
49680,I424736,2,2,1200.34
49681,I392667,2,5,3000.85
49682,I392227,6,4,143.36
49683,I751413,5,3,15.69
49684,I316798,5,5,26.15
49685,I199064,1,4,1200.32
49686,I199756,1,1,300.08
49687,I279070,5,3,15.69
49688,I113222,4,5,203.30
49689,I240432,5,5,26.15
49690,I182997,8,5,58.65
49691,I739579,1,1,300.08
49692,I336977,8,1,11.73
49693,I110273,5,4,20.92
49694,I157022,7,2,2100.00
49695,I223732,4,5,203.30
49696,I307044,4,5,203.30
49697,I198782,4,1,40.66
49698,I267987,1,5,1500.40
49699,I617034,5,4,20.92
49700,I251288,2,5,3000.85
49701,I114591,7,4,4200.00
49702,I120064,4,1,40.66
49703,I611091,5,4,20.92
49704,I254644,4,2,81.32
49705,I299769,1,2,600.16
49706,I614140,6,2,71.68
49707,I747747,4,4,162.64
49708,I226603,2,2,1200.34
49709,I335851,1,5,1500.40
49710,I122155,7,1,1050.00
49711,I226248,4,2,81.32
49712,I979115,4,5,203.30
49713,I322120,2,3,1800.51
49714,I226340,5,2,10.46
49715,I585853,2,5,3000.85
49716,I188364,1,2,600.16
49717,I527433,1,5,1500.40
49718,I146525,8,5,58.65
49719,I137705,1,1,300.08
49720,I334125,7,3,3150.00
49721,I244457,1,1,300.08
49722,I134990,2,5,3000.85
49723,I148390,4,4,162.64
49724,I300354,4,1,40.66
49725,I196822,8,4,46.92
49726,I339282,1,4,1200.32
49727,I229150,2,3,1800.51
49728,I115908,5,1,5.23
49729,I116181,5,5,26.15
49730,I556872,5,3,15.69
49731,I196585,1,2,600.16
49732,I103055,4,4,162.64
49733,I172672,4,5,203.30
49734,I330660,3,1,15.15
49735,I325327,1,2,600.16
49736,I249523,1,5,1500.40
